,fips,margin
833,19159,1.4638
834,19161,1.4828000000000001
835,19163,0.035100000000000076
836,19165,1.4029
837,19167,1.6647
838,19169,0.173
839,19171,1.1907999999999999
840,19173,1.5285
841,19175,1.315
842,19177,1.5234
843,19179,1.2363
844,19181,1.1678
845,19183,1.2048
846,19185,1.5182
847,19187,1.2426
848,19189,1.2631999999999999
849,19191,1.0512000000000001
850,19193,1.1549
851,19195,1.2584
852,19197,1.3421
853,20001,1.4495
854,20003,1.5661999999999998
855,20005,1.3423
856,20007,1.7356
857,20009,1.5621
858,20011,1.5215999999999998
859,20013,1.4827
860,20015,1.4137
861,20017,1.5217999999999998
862,20019,1.7238
863,20021,1.4996999999999998
864,20023,1.6711999999999998
865,20025,1.7130999999999998
866,20027,1.5459
867,20029,1.5447
868,20031,1.5531
869,20033,1.6944
870,20035,1.3782
871,20037,1.2311
872,20039,1.6955999999999998
873,20041,1.5417999999999998
874,20043,1.6175
875,20045,0.392
876,20047,1.6078999999999999
877,20049,1.6943000000000001
878,20051,1.4345
879,20053,1.5258
880,20055,1.2457
881,20057,1.3203
882,20059,1.3839
883,20061,1.1395
884,20063,1.7647
885,20065,1.6373
886,20067,1.5670000000000002
887,20069,1.6861000000000002
888,20071,1.7348000000000001
889,20073,1.6094
890,20075,1.6484999999999999
891,20077,1.6375
892,20079,1.1974
893,20081,1.6056
894,20083,1.6899000000000002
895,20085,1.4005
896,20087,1.321
897,20089,1.7218
898,20091,0.08199999999999996
899,20093,1.6165
900,20095,1.6021999999999998
901,20097,1.7073
902,20099,1.3596
903,20101,1.7229
904,20103,1.2115999999999998
905,20105,1.6440000000000001
906,20107,1.6246
907,20109,1.7292
908,20111,1.1064
909,20113,1.4037000000000002
910,20115,1.4825
911,20117,1.4829999999999999
912,20119,1.6904
913,20121,1.3925
914,20123,1.6276
915,20125,1.4993
916,20127,1.4813
917,20129,1.7379
918,20131,1.6574
919,20133,1.4615
920,20135,1.7865
921,20137,1.6804
922,20139,1.4441
923,20141,1.693
924,20143,1.6593
925,20145,1.5118
926,20147,1.7552
927,20149,1.4693
928,20151,1.5257999999999998
929,20153,1.6961
930,20155,1.3407
931,20157,1.6616
932,20159,1.5318999999999998
933,20161,0.04580000000000001
934,20163,1.7358000000000002
935,20165,1.6291000000000002
936,20167,1.6316
937,20169,1.3049
938,20171,1.7286000000000001
939,20173,1.1179999999999999
940,20175,1.2906
941,20177,0.029900000000000038
942,20179,1.7854999999999999
943,20181,1.6866999999999999
944,20183,1.6703
945,20185,1.6333
946,20187,1.6004
947,20189,1.7499
948,20191,1.5046
949,20193,1.6574
950,20195,1.6877
951,20197,1.482
952,20199,1.8799000000000001
953,20201,1.6548
954,20203,1.6808
955,20205,1.6145
956,20207,1.6041
957,20209,0.3127999999999999
958,21001,1.6709999999999998
959,21003,1.6348
960,21005,1.4763
961,21007,1.599
962,21009,1.4749
963,21011,1.4289
964,21013,1.6322
965,21015,1.3569
966,21017,1.2999999999999998
967,21019,1.3315000000000001
968,21021,1.2469000000000001
969,21023,1.6118999999999999
970,21025,1.5236
971,21027,1.5245
972,21029,1.48
973,21031,1.6336
974,21033,1.5398
975,21035,1.3182
976,21037,1.1863
977,21039,1.6429
978,21041,1.4444
979,21043,1.5293999999999999
980,21045,1.7337
981,21047,1.2842
982,21049,1.3201
983,21051,1.7701000000000002
984,21053,1.7455
985,21055,1.6411
986,21057,1.6833
987,21059,1.2788
988,21061,1.5872
989,21063,1.5122
990,21065,1.5726
991,21067,0.20760000000000006
992,21069,1.5745
993,21071,1.5116
994,21073,1.0095
995,21075,1.3347
996,21077,1.5541
997,21079,1.5656
998,21081,1.587
999,21083,1.5669
1000,21085,1.5884
1001,21087,1.6741000000000001
1002,21089,1.4506999999999999
1003,21091,1.391
1004,21093,1.2398
1005,21095,1.7176
1006,21097,1.4441
1007,21099,1.5302
1008,21101,1.246
1009,21103,1.4564000000000001
1010,21105,1.5711
1011,21107,1.4797
1012,21109,1.7930000000000001
1013,21111,0.20029999999999998
1014,21113,1.3245
1015,21115,1.6713
1016,21117,1.1929
1017,21119,1.5388
1018,21121,1.6705
1019,21123,1.5726999999999998
1020,21125,1.6674
1021,21127,1.6319
1022,21129,1.6398000000000001
1023,21131,1.8052000000000001
1024,21133,1.594
1025,21135,1.7076
1026,21137,1.5713000000000001
1027,21139,1.6138
1028,21141,1.4836999999999998
1029,21143,1.4748999999999999
1030,21145,1.3167
1031,21147,1.7672
1032,21149,1.5351000000000001
1033,21151,1.2677999999999998
1034,21153,1.5434
1035,21155,1.3798
1036,21157,1.5240999999999998
1037,21159,1.7858
1038,21161,1.3914
1039,21163,1.4644
1040,21165,1.5032
1041,21167,1.4663
1042,21169,1.5954000000000002
1043,21171,1.7449999999999999
1044,21173,1.4177
1045,21175,1.5639
1046,21177,1.4884000000000002
1047,21179,1.3661
1048,21181,1.4279
1049,21183,1.5550000000000002
1050,21185,1.2145000000000001
1051,21187,1.5853
1052,21189,1.7673
1053,21191,1.6055
1054,21193,1.5433
1055,21195,1.607
1056,21197,1.4858
1057,21199,1.6266
1058,21201,1.5507
